"Id","Sales"
1,4067.1
24825,4535.96
5993,3531.78
37665,4965.8
18833,3714.24
12841,5067.17
19689,3367.03
857,4207.18
15409,5230.97
38521,5653.38
13697,5167.5
7705,3704.2
39377,5696.81
20545,3616.76
1713,4654.94
16265,4391.81
33385,4790.41
27393,5048.76
2569,5035.12
40233,4962.89
21401,4588.82
35953,4391.64
34241,4237.91
3425,4894.33
22257,3901.19
9417,4194.66
30817,3685.45
10273,4175.48
35097,4390.02
23113,4170.68
4281,4198.92
14553,5682.69
8561,3981.22
29961,3442.94
25681,4824.72
5137,3671.6
23969,4327.75
36809,4722.57
17977,3644.32
26537,5436.31
11985,4652.66
6849,3635.73
17121,3979.74
29105,3938.61
32529,4065.56
11129,4485.37
31673,3657.43
28249,4340.13
23970,7479.71
1714,8935.48
24826,8182.73
18834,5529.76
38522,10113.1
5994,5739.64
35954,7505.34
2,7306.23
39378,4474.52
4282,3863.24
29106,5944.06
8562,6006.66
9418,3363.29
25682,8729.39
19690,5307.26
34242,4030.87
16266,4215.21
22258,3607.51
26538,9958.86
20546,5125.66
10274,3970.68
30818,5858.9
37666,8369.28
33386,3898.02
14554,11338.2
858,7987.7
21402,3597.08
2570,9649.59
11130,7375.98
5138,5781.13
40234,4584.14
32530,6035.93
36810,8027.11
11986,7668.83
15410,4251.06
35098,7409.68
29962,5410.4
23114,7151.52
17978,5564.98
31674,5945.79
28250,3765.84
6850,5914.57
13698,8738.8
27394,3854.91
7706,5930.2
17122,6378.9
12842,8390.19
3426,3857.45
4283,6121.92
23971,10639.2
24827,10979.7
1715,11150.7
8563,9471.28
5995,8121.32
29107,10457.1
38523,14795.1
34243,7260.15
22259,6596.01
35955,10579
3,9072.1
20547,9055.18
39379,5483.24
16267,7369.82
26539,14480.5
23115,10544.4
18835,9116.8
25683,12310
37667,12408.2
859,9381.88
17123,10312.5
5139,8392.73
19691,8908.53
9419,3871.91
7707,8876.19
11987,9660.34
10275,5995.56
35099,10988
33387,5013.94
14555,15642.6
21403,4985.55
2571,12834.1
11131,9679.58
29963,8897.4
15411,5250.77
28251,6906.09
32531,10549.8
13699,12565
36811,10863.1
30819,9305.48
40235,7966.18
6851,8200.35
12843,10724.3
27395,5189.52
17979,9221.74
3427,4328.84
31675,9875.55
860,6949.29
24828,6847.19
5996,5719.71
4284,3403.21
26540,9158.98
23972,7320.4
1716,7967.9
28252,3287.25
4,7279.85
23116,6075.27
37668,7472.58
16268,3689.06
35956,7143.2
11132,6285.14
19692,4857.65
5140,5211.94
22260,3120.19
32532,5695.26
11988,7497.52
30820,5160.9
39380,4510.35
10276,3246.14
33388,4106.91
14556,9748.23
40236,3608.54
25684,7581.8
6852,5288.8
17124,5339.6
34244,3356.77
15412,4980.44
3428,4263.69
20548,5062.87
9420,3635.71
17980,5538.49
21404,4163.23
35100,6224.9
7708,5452.2
8564,5896.4
29108,5313.26
2572,9508.45
29964,5412.06
36812,6785.9
38524,9253.78
27396,4412.38
13700,8531.71
31676,5300.63
12844,7858.94
18836,5053.83
16269,6597.36
23973,7897.46
4285,6145.98
11989,7811.01
11133,7573.57
861,7586.54
23117,7552.81
1717,8366.27
5997,6073.77
5,7233.87
17125,7049.46
34245,6445.36
22261,6012.69
21405,4180.13
26541,11474.3
9421,3629.92
30821,6214.44
10277,6091.95
35101,7406.44
33389,4128.02
35957,7404.39
5141,6224.74
12845,8719.3
6853,6264.39
36813,7496.35
20549,6365.57
3429,4053.25
32533,7096.48
2573,10645
8565,7375.96
24829,8215.13
29109,6855.32
18837,6316.26
25685,8716.57
15413,4271.86
40237,6930.69
38525,11187.7
7709,6383.24
17981,6305.43
39381,4482.43
27397,4310.67
29965,5880.98
31677,6190.62
19693,5997.84
14557,11304.6
28253,6273.49
13701,9295.54
37669,8223.29
24830,5584.43
34246,4736.65
35102,5689.11
10278,4536.54
20550,4866.71
5142,5242.15
16270,4746.05
22262,4317.72
15414,5440.92
30822,4920.57
11990,5952.73
6,5622.67
11134,5793.73
8566,5800.14
862,5810.54
29966,4630.3
13702,6558.7
17126,5335.25
26542,7300.16
39382,5814.36
1718,6637.11
17982,4831.72
33390,5150.47
27398,5394.52
29110,5412.49
2574,7734.88
19694,4610.97
40238,5114.99
35958,5603.83
3430,5452.75
28254,4691.42
9422,4550.35
32534,5580.33
36814,5657.01
18838,4872.56
23118,5505.45
4286,4743.04
14558,7245
38526,7505.55
12846,6081.53
6854,5128.89
25686,6183.87
21406,4989.74
23974,5552.56
7710,5245.29
37670,6287.96
31678,5068.1
5998,5083.6
5143,6376.69
22263,5577.58
4287,5520.56
26543,9823.09
10279,5334.59
24831,8589.27
27399,4658.75
29111,7061.9
18839,7156.49
23975,7939.68
11135,7486.51
25687,8355.01
19695,6292.25
30823,7248.9
13703,8872.85
15415,4780.74
33391,4446.48
9423,3056.01
29967,6478.83
17983,6817
14559,11575.9
35959,7895.81
2575,9626.26
8567,7102.23
32535,7414.91
6855,7125.85
863,8465.33
3431,3572.43
39383,4393.37
23119,7405.15
21407,4650.76
20551,6335.3
40239,6277.12
16271,6603.48
7711,6807.2
37671,8688.52
12847,9122.27
28255,5734.44
31679,6981.64
5999,6692.6
36815,8665.83
35103,7640.12
17127,7062.91
1719,8656.76
11991,8142.45
34247,5932.31
7,7626
38527,10807.9
33392,5303.14
26544,10919.8
15416,5483.93
23120,7688.94
9424,4406.31
10280,5664.73
3432,5097.49
22264,5914.73
35960,7964.04
13704,8688.54
27400,5527.01
24832,8508.83
28256,6049.52
25688,9015.32
4288,5943.17
2576,10912.1
7712,6300.17
6856,6435.89
30824,6165.95
5144,6063.51
11136,7710.1
39384,5176.19
14560,12862.9
21408,5393.81
35104,7845.73
40240,6255.84
31680,6239.01
864,8474.7
20552,5662.02
8568,6536.14
23976,8129.51
29968,5827.15
36816,8359.51
38528,11584.2
17128,6305.58
34248,6197.11
16272,6565.15
29112,6558.34
8,7924.17
32536,6607.06
12848,8239.84
11992,8032.75
17984,6114.48
6000,6141.23
19696,5673.27
18840,6175.43
37672,8873.51
1720,9437.3
9425,4141.32
23121,5801.14
7713,3507.03
22265,4155.91
23977,5772.11
13705,6146.94
24833,6173.79
5145,3660.64
35105,5990.29
3433,5044.45
30825,3578.76
10281,3937.24
34249,4407.2
28257,4478.84
33393,5055.95
11137,5786.13
15417,5506.09
865,5742.81
35961,5675.39
25689,6332.04
27401,5271.87
4289,4235.67
39385,5584.38
38529,7958.35
20553,3495.51
36817,6052.16
2577,7554.59
29969,3573.8
32537,3949.37
37673,6243.43
19697,3428.26
14561,8176.07
21409,4970.51
12849,5974.41
40241,4755.78
18841,3625.86
31681,3582.46
16273,4681.61
26545,7668.87
29113,4236.24
17985,3565.97
8569,3795.36
11993,5787.57
1721,6212.35
6857,3557.19
6001,3556.02
17129,4034.17
9,5326.41
23122,5844.21
39386,4132.92
35106,5727.13
13706,6474.28
24834,6077.89
36818,5689.48
8570,5146.31
3434,3790.76
4290,3319.9
27402,4115.26
26546,7968.18
19698,4488.91
5146,4737.63
40242,3617.01
2578,7500.91
29970,4371.76
33394,4073.62
30826,4751.48
15418,4040.11
25690,6713.32
28258,3286.26
38530,7514.95
9426,3205.16
32538,5234.01
6002,4753.74
31682,4739.27
37674,6216.77
35962,5710.59
21410,4054.53
34250,3372.29
22266,3269.67
17130,5274.07
29114,4936.24
866,5679.94
16274,3519.19
7714,4821.68
14562,8774.57
10282,3192.37
18842,4627.12
17986,4720.94
