Id,Sales
1,4136.7349999999997
24825,4504.1499999999996
5993,3597.5
37665,5034.5650000000005
18833,3677.5949999999998
12841,5079.3000000000002
19689,3402.4450000000002
857,4312.8199999999997
15409,5187.7150000000001
38521,5643.6049999999996
13697,5287.0050000000001
7705,3739.125
39377,5415.4300000000003
20545,3674.0650000000001
1713,4604.1450000000004
16265,4410.3800000000001
33385,4639.3699999999999
27393,4865.25
2569,5092.3999999999996
40233,4787.9950000000008
21401,4470.6599999999999
35953,4434.4099999999999
34241,4191.6000000000004
3425,4592.9449999999997
22257,3903.6100000000001
9417,4084.0799999999999
30817,3676.1549999999997
10273,4234.9300000000003
35097,4402.1049999999996
23113,4206.6049999999996
4281,4187.7600000000002
14553,5687.0649999999996
8561,4067.6800000000003
29961,3491.1199999999999
25681,4829.2849999999999
5137,3713.1949999999997
23969,4350.9449999999997
36809,4722.2150000000001
17977,3634.395
26537,5393.9300000000003
11985,4718.2449999999999
6849,3684.9000000000001
17121,4023.6499999999996
29105,3950.3900000000003
32529,4107.4499999999998
11129,4490.2199999999993
31673,3670.3800000000001
28249,4332.4799999999996
23970,7548.4200000000001
1714,8798.9699999999993
24826,8073.4349999999995
18834,5583.7150000000001
38522,9973.9000000000015
5994,5774.8450000000003
35954,7511.4050000000007
2,7344.2199999999993
39378,4560.8150000000005
4282,3938.9549999999999
29106,6042.1499999999996
8562,6069.9949999999999
9418,3542.2049999999999
25682,8720.0750000000007
19690,5361.5750000000007
34242,4069.7199999999998
16266,4286.0650000000005
22258,3687.6500000000001
26538,9997.130000000001
20546,5279.5200000000004
10274,4097.8699999999999
30818,5851.29
37666,8407.2200000000012
33386,4035.5500000000002
14554,11223.900000000001
858,7930.125
21402,3815.6399999999999
2570,9735.6850000000013
11130,7325.5
5138,5809.2150000000001
40234,4543.125
32530,6066.1849999999995
36810,7963.4949999999999
11986,7716.2150000000001
15410,4310.3700000000008
35098,7400.6350000000002
29962,5544.8599999999997
23114,7224.2299999999996
17978,5609.2399999999998
31674,5908.0349999999999
28250,3864.875
6850,5909.585
13698,8788.3299999999999
27394,4027.6799999999998
7706,5960.0799999999999
17122,6452.915
12842,8325.4200000000001
3426,3870.2950000000001
4283,6133.0249999999996
23971,10495.450000000001
24827,10787.200000000001
1715,11014.25
8563,9323.1500000000015
5995,8089.8850000000002
29107,10141.395
38523,14699.5
34243,7120.5349999999999
22259,6546.1700000000001
35955,10479.450000000001
3,9054.0400000000009
20547,9142.3400000000001
39379,5377.8199999999997
16267,7470.835
26539,14478.25
23115,10424.299999999999
18835,9034.4599999999991
25683,12141.85
37667,12170.5
859,9450.9500000000007
17123,10145.98
5139,8319.4549999999999
19691,8830.9799999999996
9419,3909.8850000000002
7707,8743.2649999999994
11987,9688.3400000000001
10275,6012.1550000000007
35099,10764.799999999999
33387,4940.4449999999997
14555,15476.25
21403,4943.3899999999994
2571,12797.049999999999
11131,9426.6350000000002
29963,8878.7049999999999
15411,5370.1700000000001
28251,6849.7849999999999
32531,10424.15
13699,12297.450000000001
36811,10747.0
30819,9150.5349999999999
40235,7614.8299999999999
6851,8179.3450000000003
12843,10687.65
27395,5076.9899999999998
17979,9179.1700000000001
3427,4233.5550000000003
31675,9652.0799999999999
860,6835.8850000000002
24828,6716.1849999999995
5996,5475.25
4284,3312.1999999999998
26540,9001.0750000000007
23972,7031.6199999999999
1716,7699.5349999999999
28252,3259.1350000000002
4,6995.3850000000002
23116,6034.6700000000001
37668,7402.7399999999998
16268,3604.8150000000001
35956,6939.5299999999997
11132,6139.0699999999997
19692,4758.9849999999997
5140,5048.6849999999995
22260,3070.5599999999999
32532,5619.3099999999995
11988,7337.6850000000004
30820,5037.5699999999997
39380,4277.1599999999999
10276,3231.0249999999996
33388,3889.8999999999996
14556,9602.0999999999985
40236,3533.7399999999998
25684,7427.6149999999998
6852,5178.7350000000006
17124,5188.8850000000002
34244,3278.6350000000002
15412,4592.2600000000002
3428,3907.1199999999999
20548,5031.6800000000003
9420,3456.1599999999999
17980,5272.375
21404,3913.0649999999996
35100,6186.2250000000004
7708,5317.7700000000004
8564,5802.1999999999998
29108,5136.4899999999998
2572,9255.2150000000001
29964,5169.96
36812,6748.3149999999996
38524,9144.8899999999994
27396,4077.96
13700,8382.0149999999994
31676,5154.4650000000001
12844,7756.7099999999991
18836,4939.6549999999997
16269,6643.5949999999993
23973,7783.5599999999995
4285,6120.9099999999999
11989,7761.1949999999997
11133,7439.7150000000001
861,7570.71
23117,7468.0450000000001
1717,8230.1049999999996
5997,6053.2000000000007
5,7196.6949999999997
17125,7015.0450000000001
34245,6361.8050000000003
22261,5938.1350000000002
21405,4254.3950000000004
26541,11065.599999999999
9421,3743.415
30821,6186.3149999999996
10277,6056.2700000000004
35101,7348.6700000000001
33389,4287.3549999999996
35957,7336.4400000000005
5141,6186.7999999999993
12845,8617.5200000000004
6853,6230.7600000000002
36813,7489.2800000000007
20549,6335.3150000000005
3429,4032.875
32533,6984.6399999999994
2573,10372.049999999999
8565,7257.2350000000006
24829,8015.5049999999992
29109,6760.1000000000004
18837,6277.8850000000002
25685,8551.0
15413,4502.1800000000003
40237,6748.4200000000001
38525,10793.799999999999
7709,6342.25
17981,6265.1949999999997
39381,4623.3099999999995
27397,4429.1849999999995
29965,5916.75
31677,6089.4099999999999
19693,6003.8000000000002
14557,11030.799999999999
28253,6296.6199999999999
13701,9142.0250000000015
37669,8095.8000000000011
24830,5581.2700000000004
34246,4605.4249999999993
35102,5645.8249999999998
10278,4519.4250000000002
20550,4879.1599999999999
5142,5139.9899999999998
16270,4702.0900000000001
22262,4264.7049999999999
15414,5223.6450000000004
30822,4861.7849999999999
11990,6001.6999999999998
6,5598.8299999999999
11134,5703.4799999999996
8566,5749.3000000000002
862,5815.375
29966,4643.2950000000001
13702,6669.5050000000001
17126,5271.5450000000001
26542,7317.4099999999999
39382,5510.7349999999997
1718,6576.1399999999994
17982,4789.625
33390,4918.6949999999997
27398,5121.8600000000006
29110,5269.4750000000004
2574,7700.4700000000003
19694,4574.375
40238,4883.1099999999997
35958,5612.3649999999998
3430,5006.0749999999998
28254,4647.0749999999998
9422,4367.0650000000005
32534,5493.6750000000002
36814,5705.3900000000003
18838,4819.7550000000001
23118,5494.8199999999997
4286,4610.7399999999998
14558,7409.3099999999995
38526,7506.4750000000004
12846,6218.7399999999998
6854,5078.21
25686,6219.0949999999993
21406,4786.0650000000005
23974,5558.5600000000004
7710,5174.3299999999999
37670,6320.9850000000006
31678,4971.8500000000004
5998,5034.0200000000004
5143,6436.3500000000004
22263,5651.665
4287,5631.8450000000003
26543,9945.994999999999
10279,5477.6300000000001
24831,8502.2350000000006
27399,4816.0249999999996
29111,7009.7600000000002
18839,7114.6149999999998
23975,7987.6100000000006
11135,7503.2749999999996
25687,8437.8600000000006
19695,6421.2350000000006
30823,7159.7250000000004
13703,8920.1900000000005
15415,4990.0249999999996
33391,4611.5049999999992
9423,3269.3649999999998
29967,6623.2199999999993
17983,6851.4349999999995
14559,11779.9
35959,7972.1800000000003
2575,9834.2299999999996
8567,7293.0949999999993
32535,7435.1949999999997
6855,7138.7650000000003
863,8438.2950000000001
3431,3623.6599999999999
39383,4604.7299999999996
23119,7510.8799999999992
21407,4760.4949999999999
20551,6550.1949999999997
40239,6196.3850000000002
16271,6627.7849999999999
7711,6912.5699999999997
37671,8646.2999999999993
12847,8977.8950000000004
28255,5849.665
31679,6977.7800000000007
5999,6767.5
36815,8602.2200000000012
35103,7744.71
17127,7011.6700000000001
1719,8627.9850000000006
11991,8247.6550000000007
34247,5998.2900000000009
7,7687.4949999999999
38527,10803.349999999999
33392,5255.875
26544,10761.700000000001
15416,5579.4799999999996
23120,7671.6399999999994
9424,4408.0300000000007
10280,5675.4650000000001
3432,4917.6900000000005
22264,5851.5799999999999
35960,8008.4799999999996
13704,8836.5450000000001
27400,5460.7650000000003
24832,8394.9350000000013
28256,6079.1400000000003
25688,8997.4399999999987
4288,5908.6499999999996
2576,10882.799999999999
7712,6375.3899999999994
6856,6426.9950000000008
30824,6175.7849999999999
5144,6149.2000000000007
11136,7749.7450000000008
39384,5154.2700000000004
14560,12908.700000000001
21408,5345.9500000000007
35104,7869.3299999999999
40240,6104.2299999999996
31680,6242.6750000000002
864,8458.4000000000015
20552,5887.5150000000003
8568,6700.1350000000002
23976,8099.7600000000002
29968,6009.7449999999999
36816,8363.1949999999997
38528,11278.85
17128,6475.4650000000001
34248,6116.0900000000001
16272,6649.375
29112,6553.3299999999999
8,7940.085
32536,6679.6700000000001
12848,8326.6549999999988
11992,8154.5649999999996
17984,6177.3449999999993
6000,6201.8549999999996
19696,5774.5050000000001
18840,6209.7450000000008
37672,8876.0400000000009
1720,9290.8099999999995
9425,4287.6549999999997
23121,5710.875
7713,3514.8299999999999
22265,4163.7749999999996
23977,5677.2749999999996
13705,6118.0499999999993
24833,5981.1949999999997
5145,3688.0599999999999
35105,5904.6800000000003
3433,5078.0949999999993
30825,3567.0250000000001
10281,4022.9049999999997
34249,4373.9699999999993
28257,4499.1149999999998
33393,5143.8050000000003
11137,5640.335
15417,5699.4300000000003
865,5686.4799999999996
35961,5618.2049999999999
25689,6281.7849999999999
27401,5372.6100000000006
4289,4254.1800000000003
39385,5623.9400000000005
38529,7783.9549999999999
20553,3544.5650000000001
36817,5932.9499999999998
2577,7519.6800000000003
29969,3608.2350000000001
32537,3925.6099999999997
37673,6186.335
19697,3404.9250000000002
14561,8287.6899999999987
21409,5096.96
12849,5921.1800000000003
40241,4649.8400000000001
18841,3597.6900000000001
31681,3559.46
16273,4735.0
26545,7601.5349999999999
29113,4131.0249999999996
17985,3595.5649999999996
8569,3834.625
11993,5659.3299999999999
1721,6172.9200000000001
6857,3557.5050000000001
6001,3569.1750000000002
17129,4051.9250000000002
9,5283.5
23122,5858.9050000000007
39386,4139.6700000000001
