Id,Sales
1,4094.6279625605353
24825,4528.4080896873966
5993,3535.9365071995098
37665,4945.1126522751201
18833,3666.2883526533201
12841,5164.0889883019136
19689,3388.3210597458819
857,4291.8288397110327
15409,5159.6000050562552
38521,5642.4338373768078
13697,5212.1357453623514
7705,3679.9960440421983
39377,5408.191272309401
20545,3654.0267931808203
1713,4670.5352725389475
16265,4337.4005687167128
33385,4738.8524735265619
27393,5054.2819813329606
2569,5040.5968415491534
40233,4757.8013279427669
21401,4592.9266529010401
35953,4468.5071188379807
34241,4162.3584739118123
3425,4858.5400254522356
22257,3898.6900236062384
9417,4294.7415570975118
30817,3645.306370367492
10273,4262.9784147470145
35097,4406.4838278873794
23113,4168.7007058981762
4281,4157.6620572756683
14553,5658.1808808912765
8561,4000.6768042155581
29961,3531.3286978262349
25681,4817.5052589163988
5137,3664.0507218993548
23969,4365.9560380929215
36809,4761.6465152151286
17977,3619.0022434234884
26537,5398.8277156510576
11985,4700.4767493207864
6849,3668.08122526946
17121,4006.9958939930366
29105,3931.0192241035247
32529,3985.1792954084331
11129,4466.3283870464275
31673,3601.2175324428163
28249,4366.4565620011199
23970,7480.1421066716121
1714,8953.1881095586032
24826,8046.9322609067231
18834,5545.3944031106821
38522,9872.1943981011009
5994,5663.8771772687733
35954,7576.6114582848986
2,7317.8250284040059
39378,4266.67890602021
4282,3884.6606414310518
29106,5879.4965807991621
8562,5949.6954291519942
9418,3491.7962318659534
25682,8690.9554118245796
19690,5199.9137990005247
34242,4029.1151626856185
16266,4384.5492400425373
22258,3608.2114949509719
26538,9866.2911286387189
20546,5118.4006274395942
10274,4065.2606452793498
30818,5765.7735868398377
37666,8344.9535056390123
33386,4013.0335948965967
14554,11451.151162824168
858,8018.0417987840847
21402,3793.9554985027298
2570,9648.7406779470512
11130,7282.7530814782012
5138,5693.6465607215223
40234,4425.2827019851866
32530,5937.5213496977613
36810,8047.3586745047369
11986,7714.278242590206
15410,4250.2543183933121
35098,7388.3017022339809
29962,5374.6486832035553
23114,7047.7563819580955
17978,5571.8055446769031
31674,5854.9573058633714
28250,3966.2672362818535
6850,5878.6901411348035
13698,8807.6918182928239
27394,3865.9519690384077
7706,5913.4544551110193
17122,6273.0398729002209
12842,8287.5137005149991
3426,3746.4413821485764
4283,6176.85094604405
23971,10615.218964716451
24827,10828.29683617445
1715,11122.389404396967
8563,9266.164565558769
5995,8027.183240143755
29107,10208.380629449515
38523,15033.173826171384
34243,7394.9542834537888
22259,6604.3271666737164
35955,10817.707322747217
3,8990.062517191529
20547,9144.0705853580039
39379,5164.4205969339764
16267,7616.8464178726281
26539,14463.817478297198
23115,10671.265090187966
18835,9022.5137220191391
25683,12277.413509201233
37667,12304.012961849816
859,9383.9389945236471
17123,10352.742769300883
5139,8352.525587385433
19691,8841.38294493391
9419,3894.7895560942261
7707,8841.0570951950831
11987,9557.971074217483
10275,6111.8446085004543
35099,11208.791980574715
33387,4982.4638765541567
14555,15312.426056092183
21403,4767.1125723861642
2571,12616.833952418234
11131,9632.5042168050386
29963,8783.9819013740234
15411,5120.0997168876947
28251,7123.9091965995794
32531,10541.59092970275
13699,12677.776976986799
36811,10893.065380508049
30819,9258.6462895808763
40235,7650.2060558239418
6851,8116.5768941147689
12843,10722.266612691783
27395,4901.932798093183
17979,9214.4796439044512
3427,4114.8203813559567
31675,9947.6339638504833
860,7040.4877264496727
24828,6770.7631162762464
5996,5874.2083014227665
4284,3453.7637651754867
26540,9058.749385848063
23972,7256.3208493392449
1716,8040.9385727378249
28252,3403.106074627402
4,7369.4607428299214
23116,6001.9106192052641
37668,7332.6943219600926
16268,3822.0932763729115
35956,7170.9703434063849
11132,6191.2152020858703
19692,4788.5353597307167
5140,5276.8664956200955
22260,3164.2934486099766
32532,5736.3773764095167
11988,7627.5092027420433
30820,5146.2187266805449
39380,4024.24778008364
10276,3354.87644172009
33388,3734.4670072079334
14556,9977.4756563171122
40236,3580.0029888143963
25684,7415.5597445920248
6852,5265.2239558580786
17124,5342.0406975192545
34244,3330.6187878153369
15412,4597.6894994925642
3428,3899.0665072934635
20548,5072.3437935055008
9420,3398.0193189587153
17980,5625.9296605218842
21404,3867.7062496433036
