"Id","Sales"
1,4134.46
24825,4521.98
5993,3549.89
37665,4919.57
18833,3644.34
12841,5213.12
19689,3383.66
857,4333.04
15409,5142.47
38521,5609.09
13697,5198.37
7705,3704.93
39377,5364.53
20545,3698.6
1713,4707.95
16265,4358
33385,4739.65
27393,5017.82
2569,5074.04
40233,4677.36
21401,4573.09
35953,4469.68
34241,4200.44
3425,4731.41
22257,3935.77
9417,4170.8
30817,3646.72
10273,4253.54
35097,4430.41
23113,4169.08
4281,4188.97
14553,5658.01
8561,3984.85
29961,3545.26
25681,4789.39
5137,3669.56
23969,4370.36
36809,4749.1
17977,3566.96
26537,5308.07
11985,4722.94
6849,3696.37
17121,4001.77
29105,3930.74
32529,3952.71
11129,4467.47
31673,3618.03
28249,4380.12
23970,7489.44
1714,8936.58
24826,8070.35
18834,5547.73
38522,9982.63
5994,5666.84
35954,7537.56
2,7300.87
39378,4316.91
4282,3888.54
29106,5883.47
8562,5888.93
9418,3405.91
25682,8661.33
19690,5227.11
34242,4050.15
16266,4348.98
22258,3601.31
26538,9924.47
20546,5194.27
10274,4095.18
30818,5776.08
37666,8406.09
33386,4001.71
14554,11801.9
858,8007.76
21402,3822.21
2570,9692.07
11130,7341
5138,5682.74
40234,4453.57
32530,5870.03
36810,8022.4
11986,7698.05
15410,4216.41
35098,7398.93
29962,5541.41
23114,7089.01
17978,5527.98
31674,5801.71
28250,3977.55
6850,5869.63
13698,8778.86
27394,3922.98
7706,5887.98
17122,6224.34
12842,8382.2
3426,3702.61
4283,6176.44
23971,10603.1
24827,10845.5
1715,11154.3
8563,9194.93
5995,7995.3
29107,10046.5
38523,15163.5
34243,7263.49
22259,6572.67
35955,10771.5
3,8994.1
20547,9152.19
39379,5164.03
16267,7578.94
26539,14562.3
23115,10544.6
18835,9016.77
25683,12309.1
37667,12339.6
859,9359.32
17123,10334.7
5139,8358.07
19691,8857.81
9419,3808.72
7707,8828.16
11987,9347.33
10275,6087.77
35099,11169.8
33387,4905.11
14555,15440.3
21403,4736.2
2571,12651.2
11131,9504.16
29963,8806.47
15411,5286.06
28251,7050.41
32531,10414.6
13699,12658.8
36811,10935.8
30819,9136.12
40235,7533.35
6851,8101.12
12843,10645.6
27395,4883.16
17979,9146.7
3427,4059.68
31675,9846.45
860,7056.61
24828,6808.23
5996,5829.89
4284,3444
26540,9126.34
23972,7291.68
1716,8038.57
28252,3414.22
4,7358.12
23116,6002
37668,7361.44
16268,3775.27
35956,7157.22
11132,6232.18
19692,4801.57
5140,5228.31
22260,3161.97
32532,5649.35
11988,7581.52
30820,5099.32
39380,3922.05
10276,3354.24
33388,3674.87
14556,9984.42
40236,3526.44
25684,7491.8
6852,5327.91
17124,5331.74
34244,3341
15412,4390.44
3428,3768.48
20548,5080.84
9420,3281.07
17980,5532.9
21404,3796.97
35100,6230.93
7708,5469.22
8564,5905.23
29108,5124.08
2572,9560.83
29964,5396.49
36812,6779.44
38524,9159.75
27396,3907.37
13700,8665.29
31676,5242.75
12844,7804.25
18836,5030.42
16269,6794.08
23973,7826.91
4285,6251.37
11989,7860.92
11133,7596.34
861,7628.14
23117,7549.18
1717,8436.69
5997,6082.06
5,7262.75
17125,7099.76
34245,6372.4
22261,6047.08
21405,4386.86
26541,11164.3
9421,3937.51
30821,6223.24
10277,6151.17
35101,7487.23
33389,4436.81
35957,7418.71
5141,6205.03
12845,8678.51
6853,6242.31
36813,7608.68
20549,6514.16
3429,4232.6
32533,7008.49
2573,10568.2
8565,7343.29
24829,8045.26
29109,6657.5
18837,6287.84
25685,8661.4
15413,4673.09
40237,6579.35
38525,11091.3
7709,6389.24
17981,6348.8
39381,4619.34
27397,4612.71
29965,6056.35
31677,6100.93
19693,6020.61
14557,11372.9
28253,6572.73
13701,9294.48
37669,8172.95
24830,5596.34
34246,4738.02
35102,5710.05
10278,4641.74
20550,4928.2
5142,5239.15
16270,4812.89
22262,4442.08
15414,5060.84
30822,4871.53
11990,5973.8
6,5684.06
11134,5727.32
8566,5793.27
862,5902.79
29966,4783.87
13702,6626.9
17126,5328.04
26542,7306.93
39382,5135.44
1718,6693.64
17982,4779.71
33390,4857.67
27398,5147.46
29110,5269.3
2574,7767.43
19694,4566.11
40238,4832.42
35958,5635.65
3430,4923.08
28254,4864.71
9422,4275.43
32534,5483.02
36814,5672.13
18838,4826.61
23118,5497.09
4286,4763.66
14558,7409.85
38526,7377.6
12846,6183.11
6854,5142.49
25686,6153.01
21406,4791.33
23974,5593.55
7710,5240.78
37670,6160.01
31678,4995.08
5998,5096.76
5143,6402.62
22263,5685.44
4287,5565.11
26543,9766.11
10279,5493.43
24831,8638.31
27399,4758.53
29111,6902.83
18839,7153.94
