"Id","Sales"
1,4126.04
24825,4569.87
5993,3588.6
37665,4933.1
18833,3730.9
12841,5208.3
19689,3448.14
857,4290.44
15409,5359.3
38521,5722.1
13697,5277.84
7705,3682.41
39377,5430.79
20545,3606.44
1713,4691.69
16265,4432.78
33385,4736.43
27393,5009.84
2569,4967.08
40233,4750.5
21401,4763.22
35953,4451.53
34241,4131.58
3425,4871.91
22257,3883.21
9417,4328.51
30817,3693.32
10273,4202.96
35097,4357.54
23113,4144.77
4281,4111.23
14553,5494.07
8561,4015.37
29961,3595.5
25681,4794.6
5137,3664.47
23969,4337.88
36809,4743.21
17977,3614.42
26537,5326.88
11985,4712.48
6849,3686.52
17121,4017.49
29105,3936.03
32529,4089.38
11129,4527.95
31673,3640.29
28249,4310.17
23970,7518.56
1714,8895.89
24826,8037.25
18834,5453.03
38522,9794.29
5994,5644.59
35954,7580.23
2,7355.64
39378,4138.74
4282,3845.31
29106,5912.24
8562,5883.51
9418,3490.55
25682,8595.43
19690,5144.9
34242,4010.18
16266,4317.91
22258,3591.29
26538,9833.92
20546,4966.76
10274,4012.04
30818,5650.18
37666,8277.3
33386,4029.12
14554,10994.2
858,7956.75
21402,3766.64
2570,9638.96
11130,7265.07
5138,5653.93
40234,4362.35
32530,5884
36810,8027.74
11986,7690.54
15410,4280.43
35098,7354.66
29962,5240.83
23114,7095.62
17978,5494.78
31674,5780.87
28250,3963.64
6850,5747.47
13698,8893.97
27394,3865.7
7706,5744.94
17122,6137.23
12842,8117.57
3426,3707.74
4283,6206.71
23971,10602
24827,10824.2
1715,11128.1
8563,9323.54
5995,8046.23
29107,10251.2
38523,15006.9
34243,7598.43
22259,6551.77
35955,10843.2
3,9139.28
20547,9272.68
39379,4940.69
16267,7740.84
26539,14716.9
23115,10703.7
18835,9164.68
25683,12176.7
37667,12204.6
859,9424.68
17123,10402.3
5139,8379.2
19691,8987.91
9419,3928.71
7707,8735.66
11987,9519.14
10275,6007.24
35099,11220
33387,5097.95
14555,15131.1
21403,4767.28
2571,12799.8
11131,9712.27
29963,9140.26
15411,5160.27
28251,7177.01
32531,10839.1
13699,12545.6
36811,10906.8
